flag,gender,education,house_val,age,online,customer_psy,occupation,mortgage,region,car_prob,fam_income
N,F,2. Some College,11256,5_<=55,N,F,Sales/Service,1Low,South,8,E
N,F,2. Some College,186578,5_<=55,Y,H,Sales/Service,1Low,West,2,C
Y,M,1. HS,,5_<=55,Y,G,Others,1Low,South,1,G
Y,F,3. Bach,233627,3_<=35,Y,C,Professional,2Med,Midwest,1,I
N,F,2. Some College,26135,1_Unk,Y,C,Retired,1Low,Northeast,2,G
Y,M,3. Bach,759512,4_<=45,N,B,Blue Collar,1Low,Northeast,5,G
N,M,2. Some College,21432,5_<=55,Y,I,Blue Collar,1Low,West,7,F
Y,M,3. Bach,41856,4_<=45,N,A,Sales/Service,3High,South,1,E
Y,F,3. Bach,36517,4_<=45,Y,C,Professional,3High,Northeast,1,F
N,M,2. Some College,213367,4_<=45,Y,F,Blue Collar,1Low,Midwest,2,E
Y,F,3. Bach,17312,7_>65,Y,B,Retired,1Low,South,1,L
N,F,. <HS,125846,1_Unk,N,E,Blue Collar,1Low,West,3,H
N,F,2. Some College,4251,3_<=35,Y,E,Sales/Service,1Low,Midwest,3,I
Y,M,3. Bach,32295,5_<=55,Y,C,Professional,1Low,South,4,J
Y,M,3. Bach,8211,3_<=35,Y,I,Professional,1Low,Midwest,8,E
Y,F,2. Some College,7588,5_<=55,Y,F,Professional,1Low,South,1,E
Y,M,3. Bach,89875,5_<=55,Y,B,Professional,3High,Northeast,1,K
Y,F,3. Bach,68387,4_<=45,Y,E,Blue Collar,1Low,South,6,D
N,F,1. HS,17562,7_>65,N,D,Retired,1Low,South,3,F
Y,F,2. Some College,,3_<=35,N,G,Professional,1Low,Midwest,6,C
N,M,2. Some College,18633,1_Unk,Y,D,Professional,1Low,West,1,E
Y,M,3. Bach,524726,7_>65,Y,B,Professional,3High,West,1,J
Y,M,3. Bach,,3_<=35,Y,A,Professional,1Low,West,1,B
Y,F,. <HS,482325,4_<=45,Y,C,Sales/Service,3High,South,2,G
N,M,2. Some College,14427,3_<=35,Y,E,Others,1Low,Midwest,8,A
Y,M,1. HS,1765,4_<=45,Y,J,Professional,1Low,West,2,F
Y,M,1. HS,155527,5_<=55,Y,B,Farm,1Low,Midwest,4,F
N,F,,3441,6_<=65,Y,I,Sales/Service,1Low,South,8,E
N,M,1. HS,49268,6_<=65,N,J,Blue Collar,1Low,South,8,D
Y,M,3. Bach,263496,4_<=45,Y,I,Sales/Service,1Low,South,3,D
N,M,2. Some College,125829,2_<=25,Y,I,Blue Collar,1Low,South,2,E
Y,F,2. Some College,466956,4_<=45,N,G,Sales/Service,1Low,Northeast,7,D
Y,M,3. Bach,192925,4_<=45,Y,B,Professional,2Med,South,1,A
N,F,1. HS,14541,6_<=65,Y,D,Sales/Service,1Low,Midwest,2,C
N,F,4. Grad,34285,5_<=55,Y,I,Professional,1Low,West,2,F
Y,M,4. Grad,346881,3_<=35,Y,C,Professional,1Low,Northeast,2,F
Y,F,2. Some College,67443,6_<=65,Y,E,Others,1Low,South,6,D
Y,M,3. Bach,224125,4_<=45,Y,F,Sales/Service,1Low,South,3,E
N,F,4. Grad,,5_<=55,Y,E,Sales/Service,1Low,Midwest,8,E
N,M,. <HS,,7_>65,N,I,Retired,1Low,South,5,D
Y,M,. <HS,,4_<=45,Y,G,Blue Collar,1Low,South,7,A
N,F,2. Some College,115322,1_Unk,N,F,Sales/Service,1Low,South,1,C
Y,F,3. Bach,5,4_<=45,Y,G,Professional,1Low,Midwest,8,D
Y,M,1. HS,28827,4_<=45,Y,C,Blue Collar,3High,West,3,F
Y,M,4. Grad,,1_Unk,N,A,Sales/Service,1Low,Northeast,8,D
Y,M,3. Bach,21681,7_>65,Y,D,Professional,1Low,West,8,E
N,M,2. Some College,34285,5_<=55,N,C,Sales/Service,3High,West,2,F
N,F,. <HS,2834,6_<=65,Y,B,Others,1Low,Midwest,1,H
Y,M,4. Grad,397188,5_<=55,N,B,Professional,3High,South,1,J
N,U,2. Some College,284326,2_<=25,Y,F,Blue Collar,1Low,Midwest,6,F
Y,M,3. Bach,,3_<=35,Y,B,Professional,1Low,Midwest,1,I
N,M,1. HS,146158,5_<=55,N,I,Sales/Service,1Low,Midwest,7,F
Y,M,4. Grad,,7_>65,Y,D,Professional,1Low,Midwest,2,H
Y,M,2. Some College,327163,6_<=65,Y,G,Others,1Low,Northeast,8,C
Y,M,3. Bach,291967,1_Unk,Y,E,Sales/Service,2Med,Midwest,5,I
N,M,1. HS,18845,3_<=35,Y,B,Professional,2Med,Northeast,2,G
N,M,4. Grad,,4_<=45,Y,E,Professional,1Low,Rest,1,E
Y,M,3. Bach,281547,4_<=45,Y,F,Professional,1Low,Northeast,3,F
N,F,4. Grad,132175,4_<=45,Y,C,Professional,3High,West,1,F
N,M,2. Some College,31236,2_<=25,Y,B,Blue Collar,1Low,Northeast,3,F
N,F,1. HS,21497,3_<=35,Y,B,Blue Collar,1Low,Northeast,6,E
N,F,2. Some College,,5_<=55,N,E,Professional,1Low,Northeast,3,D
N,F,1. HS,62977,4_<=45,Y,C,Blue Collar,3High,West,1,K
Y,M,3. Bach,189442,4_<=45,Y,C,Professional,1Low,Midwest,1,F
Y,F,4. Grad,2955,5_<=55,Y,E,Blue Collar,1Low,Northeast,3,G
Y,F,2. Some College,228485,5_<=55,N,D,Sales/Service,1Low,West,2,B
Y,M,2. Some College,516496,3_<=35,Y,A,Professional,3High,West,2,F
N,F,1. HS,1562,7_>65,Y,J,Retired,1Low,Midwest,9,D
Y,F,1. HS,23666,6_<=65,Y,E,Others,2Med,Midwest,5,H
N,M,2. Some College,,6_<=65,Y,H,Retired,1Low,Northeast,2,H
Y,F,1. HS,23927,5_<=55,Y,E,Professional,1Low,West,7,H
N,F,. <HS,,7_>65,N,G,Retired,1Low,South,8,E
N,M,2. Some College,25856,4_<=45,N,I,Blue Collar,1Low,Midwest,8,B
Y,F,2. Some College,,1_Unk,N,G,Sales/Service,1Low,Midwest,9,C
Y,M,3. Bach,288512,5_<=55,Y,C,Professional,2Med,South,1,J
N,M,3. Bach,497,6_<=65,Y,I,Blue Collar,1Low,South,8,D
Y,F,1. HS,,1_Unk,N,C,Professional,1Low,South,3,E
Y,M,,15751,1_Unk,N,C,Others,1Low,Midwest,3,E
N,M,. <HS,2856,4_<=45,N,I,Blue Collar,1Low,South,9,D
Y,F,1. HS,78654,7_>65,Y,F,Professional,1Low,South,7,E
N,F,1. HS,2788,5_<=55,Y,I,Sales/Service,1Low,South,2,E
N,F,1. HS,423737,4_<=45,Y,B,Blue Collar,1Low,Northeast,1,G
Y,F,2. Some College,29456,4_<=45,Y,A,Professional,1Low,West,6,F
N,M,1. HS,267159,1_Unk,N,E,Blue Collar,1Low,West,1,F
Y,M,3. Bach,46931,6_<=65,Y,C,Sales/Service,1Low,West,2,F
N,M,. <HS,,1_Unk,Y,J,Farm,1Low,South,8,D
N,M,2. Some College,12118,2_<=25,N,F,Blue Collar,1Low,Northeast,7,D
N,M,1. HS,,7_>65,N,D,Retired,1Low,West,3,C
Y,F,2. Some College,423584,4_<=45,N,C,Professional,1Low,South,1,F
N,F,1. HS,198925,1_Unk,N,A,Sales/Service,2Med,West,9,G
N,F,2. Some College,,5_<=55,Y,E,Sales/Service,1Low,Midwest,6,C
N,U,2. Some College,,1_Unk,Y,G,Sales/Service,1Low,West,4,C
Y,M,3. Bach,341388,5_<=55,N,C,Professional,1Low,Northeast,2,I
N,M,. <HS,,7_>65,N,G,Retired,1Low,Midwest,9,B
Y,F,. <HS,359525,1_Unk,Y,D,Others,1Low,South,1,E
N,F,2. Some College,346162,4_<=45,Y,D,Professional,1Low,Northeast,4,H
N,M,2. Some College,423159,6_<=65,Y,C,Sales/Service,3High,West,1,K
N,M,. <HS,5328,7_>65,Y,I,Professional,1Low,South,8,C
Y,M,3. Bach,92279,5_<=55,N,E,Blue Collar,1Low,Midwest,8,D
N,F,1. HS,2495,7_>65,N,J,Retired,1Low,South,4,D
Y,M,3. Bach,2848,6_<=65,N,E,Professional,1Low,Midwest,6,I
N,M,1. HS,,6_<=65,Y,J,Sales/Service,1Low,West,4,E
Y,F,3. Bach,37412,4_<=45,Y,C,Others,3High,West,2,F
N,M,2. Some College,521892,5_<=55,Y,C,Blue Collar,3High,West,5,F
N,F,4. Grad,42183,5_<=55,Y,B,Professional,1Low,West,2,H
N,F,2. Some College,158268,5_<=55,Y,B,Sales/Service,1Low,Midwest,1,F
Y,F,4. Grad,214152,6_<=65,Y,I,Professional,1Low,West,2,C
N,M,1. HS,192766,6_<=65,Y,I,Professional,1Low,Midwest,3,C
N,M,3. Bach,82116,4_<=45,Y,B,Sales/Service,3High,Northeast,1,I
N,F,4. Grad,3896,3_<=35,Y,I,Professional,1Low,West,2,E
Y,M,2. Some College,353487,7_>65,Y,B,Retired,1Low,Northeast,1,K
Y,M,2. Some College,2812,4_<=45,Y,F,Professional,1Low,South,4,F
N,F,1. HS,14534,5_<=55,N,G,Blue Collar,1Low,West,4,C
Y,M,2. Some College,288414,4_<=45,N,C,Sales/Service,1Low,West,2,E
Y,M,. <HS,45196,6_<=65,N,B,Sales/Service,1Low,West,1,L
Y,M,2. Some College,1211535,5_<=55,Y,C,Professional,3High,West,1,G
Y,F,2. Some College,131846,5_<=55,Y,F,Professional,1Low,South,3,D
N,F,2. Some College,155325,1_Unk,Y,F,Sales/Service,1Low,South,5,C
Y,M,2. Some College,62241,1_Unk,Y,A,Professional,1Low,West,7,J
N,M,2. Some College,14497,2_<=25,Y,F,Blue Collar,1Low,Midwest,3,B
Y,F,1. HS,273993,5_<=55,Y,B,Professional,2Med,South,1,K
N,F,2. Some College,28776,6_<=65,Y,I,Professional,2Med,Northeast,6,D
Y,M,3. Bach,291575,6_<=65,Y,C,Sales/Service,3High,South,2,E
Y,M,3. Bach,37491,4_<=45,Y,B,Professional,3High,Midwest,1,K
N,M,1. HS,99748,2_<=25,N,E,Blue Collar,1Low,Northeast,1,F
Y,M,2. Some College,483633,3_<=35,N,E,Sales/Service,1Low,West,6,E
N,F,2. Some College,9453,5_<=55,Y,F,Professional,1Low,Midwest,2,D
N,F,3. Bach,215,3_<=35,Y,B,Sales/Service,1Low,Midwest,2,F
N,M,2. Some College,314999,6_<=65,Y,B,Professional,1Low,South,2,G
N,M,2. Some College,,5_<=55,Y,U,Professional,1Low,South,,U
Y,M,3. Bach,3671,3_<=35,Y,C,Professional,3High,West,4,G
N,F,1. HS,137521,3_<=35,Y,F,Professional,1Low,Midwest,2,E
N,F,2. Some College,56864,6_<=65,N,B,Professional,2Med,Midwest,1,J
Y,M,4. Grad,338174,4_<=45,N,C,Professional,1Low,South,2,I
N,F,2. Some College,399823,6_<=65,Y,B,Professional,1Low,South,1,I
Y,M,2. Some College,,6_<=65,N,G,Blue Collar,1Low,Midwest,5,C
Y,M,3. Bach,334346,6_<=65,Y,B,Professional,1Low,South,2,I
Y,M,4. Grad,233151,5_<=55,N,E,Others,1Low,Midwest,1,C
Y,M,4. Grad,12167,6_<=65,Y,B,Professional,1Low,South,6,E
N,M,3. Bach,222425,5_<=55,Y,E,Sales/Service,1Low,South,2,E
Y,M,3. Bach,556815,4_<=45,Y,C,Professional,3High,Midwest,1,L
Y,F,1. HS,224387,5_<=55,Y,D,Sales/Service,1Low,West,4,C
Y,F,4. Grad,743925,5_<=55,Y,B,Professional,2Med,Northeast,2,H
Y,M,4. Grad,988848,5_<=55,Y,D,Professional,1Low,West,5,G
N,F,2. Some College,149994,6_<=65,Y,H,Professional,1Low,West,3,D
Y,F,2. Some College,51922,4_<=45,Y,C,Sales/Service,3High,South,1,I
N,F,1. HS,194238,5_<=55,Y,B,Sales/Service,1Low,Midwest,1,G
Y,M,. <HS,237892,3_<=35,Y,F,Blue Collar,1Low,South,2,E
N,M,2. Some College,246688,7_>65,Y,B,Retired,2Med,South,2,F
Y,M,3. Bach,271671,5_<=55,N,C,Professional,1Low,South,1,G
Y,M,4. Grad,49753,3_<=35,Y,C,Professional,1Low,Midwest,1,I
N,F,3. Bach,118629,3_<=35,N,B,Professional,1Low,South,1,L
Y,F,2. Some College,16576,4_<=45,N,G,Sales/Service,1Low,South,2,B
Y,M,2. Some College,137645,3_<=35,Y,D,Professional,1Low,West,2,B
N,F,1. HS,335,4_<=45,Y,J,Sales/Service,1Low,South,5,B
N,F,1. HS,18256,7_>65,N,I,Retired,1Low,Northeast,5,H
N,F,. <HS,65465,3_<=35,N,I,Blue Collar,1Low,Midwest,9,E
N,F,1. HS,1246,7_>65,Y,F,Retired,1Low,Midwest,5,B
Y,M,4. Grad,662665,5_<=55,Y,B,Professional,3High,South,1,J
Y,M,,72485,1_Unk,N,E,Others,1Low,Northeast,4,F
N,F,3. Bach,2831,3_<=35,Y,C,Professional,2Med,South,1,F
N,F,1. HS,154911,6_<=65,Y,B,Sales/Service,2Med,South,1,H
Y,F,2. Some College,137492,2_<=25,N,F,Blue Collar,1Low,Midwest,4,D
N,F,1. HS,11684,7_>65,N,D,Retired,1Low,Northeast,3,F
Y,F,4. Grad,987278,1_Unk,N,B,Professional,3High,Northeast,1,L
Y,M,3. Bach,,6_<=65,Y,E,Others,1Low,Midwest,2,F
Y,M,2. Some College,,4_<=45,N,A,Professional,1Low,South,4,F
Y,M,2. Some College,361378,5_<=55,Y,C,Professional,2Med,South,2,G
N,M,2. Some College,,1_Unk,N,G,Blue Collar,1Low,South,9,A
N,F,. <HS,166868,1_Unk,N,E,Others,1Low,South,9,C
Y,M,3. Bach,1618715,5_<=55,Y,B,Professional,1Low,South,1,C
Y,M,4. Grad,48116,5_<=55,Y,C,Professional,2Med,West,1,J
N,M,2. Some College,,2_<=25,Y,G,Professional,1Low,Northeast,6,E
Y,M,4. Grad,693621,3_<=35,Y,B,Professional,3High,West,1,I
Y,M,4. Grad,1285731,7_>65,Y,B,Retired,3High,West,1,D
Y,F,1. HS,54151,5_<=55,Y,I,Blue Collar,1Low,South,8,B
Y,F,1. HS,13551,1_Unk,Y,E,Sales/Service,1Low,South,8,E
Y,M,4. Grad,13625,6_<=65,Y,F,Professional,1Low,West,5,I
N,F,3. Bach,59575,5_<=55,Y,E,Professional,3High,West,2,I
Y,F,3. Bach,55917,4_<=45,Y,B,Professional,2Med,Midwest,1,J
Y,F,2. Some College,18891,5_<=55,Y,B,Professional,1Low,West,1,K
N,M,3. Bach,47874,1_Unk,Y,B,Professional,1Low,Northeast,4,G
N,F,2. Some College,15472,7_>65,Y,I,Retired,1Low,Midwest,4,E
N,F,2. Some College,433384,5_<=55,Y,C,Professional,3High,West,2,F
N,F,2. Some College,313756,1_Unk,N,E,Professional,3High,Northeast,5,F
N,M,. <HS,,3_<=35,N,G,Blue Collar,1Low,Midwest,9,C
Y,M,2. Some College,22672,3_<=35,N,E,Blue Collar,2Med,South,2,E
N,F,1. HS,,2_<=25,N,G,Sales/Service,1Low,West,9,C
Y,M,2. Some College,569797,6_<=65,Y,B,Sales/Service,2Med,West,5,G
Y,M,2. Some College,2874,4_<=45,Y,D,Professional,1Low,South,3,G
N,F,3. Bach,462126,4_<=45,Y,C,Professional,3High,South,1,K
N,F,. <HS,4385,4_<=45,N,J,Blue Collar,1Low,South,3,B
Y,M,3. Bach,436,3_<=35,Y,E,Sales/Service,1Low,West,1,F
N,F,3. Bach,35178,2_<=25,Y,C,Professional,3High,South,1,D
N,F,1. HS,,5_<=55,Y,I,Sales/Service,1Low,Northeast,2,G
Y,M,4. Grad,457538,1_Unk,Y,B,Professional,3High,Midwest,1,I
Y,M,4. Grad,17553,5_<=55,Y,C,Professional,2Med,Northeast,1,J
Y,M,3. Bach,743238,4_<=45,Y,B,Professional,1Low,Northeast,1,G
N,M,3. Bach,23229,2_<=25,Y,E,Sales/Service,1Low,Midwest,5,E
Y,M,4. Grad,63438,6_<=65,N,B,Sales/Service,3High,West,2,F
Y,M,1. HS,26271,7_>65,Y,D,Retired,1Low,Northeast,2,E
N,F,. <HS,61835,1_Unk,N,G,Sales/Service,1Low,South,9,C
N,M,3. Bach,252738,2_<=25,Y,C,Sales/Service,1Low,Midwest,2,D
N,M,,135465,4_<=45,N,E,Sales/Service,1Low,Midwest,5,E
N,M,3. Bach,25179,3_<=35,Y,E,Sales/Service,2Med,Midwest,3,G
N,M,1. HS,,7_>65,Y,D,Retired,1Low,Northeast,2,G
Y,M,4. Grad,135966,5_<=55,Y,G,Blue Collar,2Med,South,1,E
N,F,2. Some College,,1_Unk,Y,A,Sales/Service,1Low,Midwest,2,F
N,F,2. Some College,279139,1_Unk,Y,B,Professional,2Med,South,1,J
N,F,3. Bach,,6_<=65,Y,E,Professional,1Low,Midwest,2,F
N,M,2. Some College,,7_>65,Y,B,Professional,1Low,West,5,D
N,M,1. HS,69814,6_<=65,N,G,Others,1Low,South,4,A
N,M,3. Bach,51525,5_<=55,Y,B,Sales/Service,1Low,West,1,H
Y,M,2. Some College,147934,4_<=45,Y,C,Blue Collar,1Low,South,2,G
Y,F,1. HS,23777,6_<=65,Y,B,Sales/Service,1Low,Midwest,2,C
N,M,2. Some College,,7_>65,Y,J,Retired,1Low,Northeast,3,E
Y,F,4. Grad,,5_<=55,Y,G,Professional,1Low,West,4,C
Y,M,2. Some College,29334,4_<=45,Y,C,Professional,1Low,Northeast,1,G
N,M,2. Some College,32758,5_<=55,Y,F,Sales/Service,1Low,West,8,D
Y,F,,266221,1_Unk,Y,J,Others,1Low,South,2,E
N,U,,3444,1_Unk,Y,B,Professional,2Med,South,1,G
N,M,1. HS,162142,7_>65,N,C,Retired,2Med,South,8,F
Y,M,3. Bach,,4_<=45,Y,J,Farm,1Low,Midwest,5,D
Y,M,2. Some College,294191,2_<=25,Y,C,Sales/Service,3High,South,6,G
Y,M,1. HS,9342,7_>65,Y,I,Retired,1Low,West,2,F
N,U,2. Some College,,4_<=45,N,J,Farm,1Low,South,3,C
N,M,1. HS,311467,7_>65,N,E,Retired,1Low,South,2,G
N,F,3. Bach,357149,5_<=55,Y,D,Professional,1Low,South,2,G
N,M,2. Some College,,4_<=45,N,G,Blue Collar,1Low,Northeast,7,C
Y,M,3. Bach,341878,5_<=55,Y,C,Blue Collar,1Low,Midwest,1,F
N,M,4. Grad,42232,7_>65,N,G,Retired,1Low,West,5,F
N,U,3. Bach,,1_Unk,Y,A,Sales/Service,1Low,South,8,G
N,F,2. Some College,,7_>65,Y,E,Retired,1Low,West,4,C
Y,F,1. HS,256498,7_>65,Y,B,Retired,2Med,South,2,F
Y,F,3. Bach,132958,5_<=55,Y,E,Professional,1Low,Midwest,3,F
Y,F,2. Some College,45562,2_<=25,Y,C,Professional,1Low,South,1,H
N,M,2. Some College,6944,1_Unk,N,F,Blue Collar,1Low,South,8,A
N,F,1. HS,91434,3_<=35,Y,F,Professional,1Low,Midwest,2,E
Y,M,2. Some College,13923,3_<=35,Y,C,Professional,2Med,Midwest,3,E
Y,M,1. HS,514763,5_<=55,N,F,Sales/Service,1Low,South,1,H
N,F,,48879,2_<=25,Y,J,Sales/Service,1Low,Midwest,9,D
N,M,2. Some College,1585,1_Unk,N,F,Sales/Service,1Low,South,8,E
N,M,. <HS,,5_<=55,N,G,Blue Collar,1Low,West,8,A
Y,F,3. Bach,21582,4_<=45,N,C,Sales/Service,2Med,South,2,F
Y,M,1. HS,261632,6_<=65,N,J,Professional,1Low,West,3,F
Y,M,4. Grad,12836,4_<=45,Y,B,Professional,1Low,West,1,L
Y,M,3. Bach,147934,6_<=65,Y,B,Sales/Service,1Low,South,1,G
Y,M,3. Bach,53797,6_<=65,Y,B,Retired,2Med,West,1,G
N,M,3. Bach,19124,7_>65,Y,D,Professional,1Low,Midwest,4,E
N,F,4. Grad,122485,3_<=35,Y,C,Professional,3High,South,2,G
Y,M,2. Some College,157417,2_<=25,Y,C,Blue Collar,2Med,Midwest,4,F
Y,M,2. Some College,17879,5_<=55,Y,D,Others,1Low,South,2,H
Y,F,3. Bach,275268,6_<=65,Y,E,Professional,2Med,South,2,G
N,F,3. Bach,9295,3_<=35,N,C,Sales/Service,1Low,South,4,H
Y,F,2. Some College,,4_<=45,Y,E,Sales/Service,1Low,West,8,A
N,F,2. Some College,25641,2_<=25,N,F,Professional,1Low,West,1,E
Y,M,1. HS,654,6_<=65,N,F,Sales/Service,1Low,West,8,G
N,F,2. Some College,4796,7_>65,N,D,Retired,1Low,Northeast,2,C
N,M,. <HS,65596,1_Unk,N,F,Blue Collar,1Low,Midwest,8,C
N,M,3. Bach,77826,4_<=45,N,E,Sales/Service,1Low,South,8,D
Y,M,4. Grad,,7_>65,Y,B,Professional,1Low,Northeast,3,L
Y,U,1. HS,,1_Unk,N,G,Sales/Service,1Low,Northeast,9,A
N,F,2. Some College,17876,6_<=65,Y,D,Professional,1Low,Midwest,3,H
N,M,2. Some College,115365,3_<=35,Y,F,Professional,1Low,Northeast,1,F
N,M,1. HS,1376125,7_>65,Y,B,Sales/Service,3High,West,1,G
Y,M,2. Some College,,7_>65,Y,D,Professional,1Low,Northeast,1,C
Y,M,3. Bach,781791,5_<=55,Y,B,Professional,3High,Northeast,2,L
Y,M,2. Some College,33566,6_<=65,Y,I,Professional,2Med,West,2,F
N,F,1. HS,85446,5_<=55,Y,E,Professional,1Low,South,6,F
Y,M,2. Some College,29975,4_<=45,N,B,Sales/Service,1Low,South,1,F
N,M,1. HS,6928,1_Unk,N,A,Sales/Service,1Low,Northeast,6,K
N,M,2. Some College,14715,5_<=55,Y,F,Blue Collar,1Low,West,5,D
Y,M,2. Some College,9156,3_<=35,N,F,Sales/Service,1Low,South,5,D
Y,M,2. Some College,31174,4_<=45,N,C,Blue Collar,3High,West,6,F
Y,F,3. Bach,11395,5_<=55,N,B,Sales/Service,1Low,Midwest,1,D
Y,M,4. Grad,296567,6_<=65,Y,J,Professional,1Low,South,5,D
N,F,2. Some College,423866,4_<=45,N,B,Professional,2Med,South,1,K
N,M,1. HS,,4_<=45,N,C,Blue Collar,1Low,West,6,D
N,F,2. Some College,1626,4_<=45,Y,C,Blue Collar,1Low,South,3,E
N,M,3. Bach,,6_<=65,Y,H,Sales/Service,1Low,Midwest,4,E
N,M,2. Some College,27374,5_<=55,N,E,Others,1Low,West,2,G
Y,M,2. Some College,529958,3_<=35,Y,B,Professional,1Low,Midwest,1,B
Y,U,2. Some College,25846,1_Unk,Y,H,Sales/Service,1Low,West,2,D
Y,M,3. Bach,,7_>65,Y,D,Retired,1Low,West,6,D
N,M,. <HS,,3_<=35,Y,C,Blue Collar,1Low,Northeast,3,E
Y,F,1. HS,2127,1_Unk,N,C,Sales/Service,1Low,South,9,F
N,M,4. Grad,323,7_>65,N,B,Retired,2Med,South,1,G
Y,F,2. Some College,93522,6_<=65,Y,E,Blue Collar,1Low,Midwest,5,G
Y,M,3. Bach,67394,5_<=55,Y,I,Professional,1Low,West,6,E
N,M,2. Some College,6,1_Unk,N,E,Sales/Service,1Low,Midwest,7,F
N,F,3. Bach,24331,4_<=45,Y,C,Sales/Service,1Low,Northeast,6,I
N,F,1. HS,219455,4_<=45,N,F,Sales/Service,1Low,West,8,E
Y,M,4. Grad,3271744,5_<=55,Y,B,Professional,1Low,West,1,J
N,U,. <HS,293515,1_Unk,Y,J,Sales/Service,1Low,South,1,C
Y,M,4. Grad,553327,6_<=65,Y,C,Professional,2Med,South,1,J
Y,U,4. Grad,782565,5_<=55,N,B,Professional,3High,West,1,I
Y,M,1. HS,142593,5_<=55,Y,E,Sales/Service,1Low,Midwest,3,F
Y,M,1. HS,,2_<=25,Y,A,Sales/Service,1Low,South,3,F
N,M,1. HS,165838,7_>65,Y,J,Retired,1Low,Northeast,2,C
N,M,1. HS,,5_<=55,Y,I,Sales/Service,1Low,West,5,A
N,F,4. Grad,16628,3_<=35,N,F,Professional,1Low,South,9,A
Y,M,4. Grad,,5_<=55,Y,B,Sales/Service,1Low,Midwest,1,J
N,F,,137885,1_Unk,N,G,Professional,1Low,West,6,A
Y,F,2. Some College,187174,5_<=55,N,F,Sales/Service,1Low,Midwest,2,E
N,M,2. Some College,4248,2_<=25,Y,C,Professional,3High,West,2,J
N,F,3. Bach,,1_Unk,Y,F,Sales/Service,1Low,Midwest,9,C
N,M,1. HS,183338,7_>65,Y,F,Retired,1Low,West,3,H
Y,F,3. Bach,2199,6_<=65,Y,B,Professional,2Med,Northeast,1,E
Y,M,3. Bach,63813,5_<=55,Y,B,Sales/Service,3High,South,1,J
N,F,. <HS,1,1_Unk,N,G,Sales/Service,1Low,South,8,A
Y,M,1. HS,36768,5_<=55,N,C,Blue Collar,2Med,South,1,F
Y,M,2. Some College,216692,4_<=45,N,E,Sales/Service,1Low,Midwest,2,F
N,F,1. HS,126265,7_>65,N,E,Retired,1Low,South,1,F
Y,M,3. Bach,128643,7_>65,N,B,Retired,1Low,Northeast,1,I
Y,M,2. Some College,,4_<=45,N,A,Blue Collar,1Low,Midwest,1,F
N,M,2. Some College,177146,6_<=65,N,E,Professional,1Low,Midwest,3,E
Y,M,4. Grad,82876,5_<=55,Y,B,Professional,3High,Northeast,1,I
N,F,1. HS,228594,7_>65,Y,D,Retired,1Low,Northeast,4,G
Y,F,2. Some College,25327,6_<=65,Y,I,Blue Collar,1Low,South,4,C
Y,M,2. Some College,545632,5_<=55,Y,C,Sales/Service,1Low,West,1,H
N,M,. <HS,468,4_<=45,N,F,Blue Collar,1Low,South,3,D
N,M,2. Some College,,2_<=25,N,E,Sales/Service,1Low,Midwest,4,E
Y,M,2. Some College,4788,2_<=25,N,F,Sales/Service,1Low,West,2,D
N,F,3. Bach,332537,7_>65,N,D,Retired,1Low,West,1,B
Y,F,3. Bach,69219,5_<=55,Y,A,Sales/Service,3High,South,1,I
Y,M,2. Some College,234622,4_<=45,Y,E,Blue Collar,2Med,South,4,H
N,F,2. Some College,,2_<=25,N,U,Sales/Service,1Low,Midwest,,U
N,M,3. Bach,,4_<=45,N,E,Blue Collar,1Low,South,9,B
Y,M,4. Grad,7412,6_<=65,Y,B,Professional,1Low,Midwest,3,G
Y,F,2. Some College,61476,6_<=65,Y,B,Sales/Service,1Low,Northeast,1,K
N,M,2. Some College,157,7_>65,N,J,Retired,1Low,West,5,E
Y,M,2. Some College,,4_<=45,Y,H,Blue Collar,1Low,South,7,E
Y,M,2. Some College,281961,1_Unk,N,E,Professional,1Low,South,2,I
N,F,. <HS,,1_Unk,N,G,Sales/Service,1Low,South,7,D
N,F,2. Some College,11652,4_<=45,Y,J,Blue Collar,1Low,Midwest,5,E
Y,F,1. HS,763654,6_<=65,Y,B,Professional,3High,West,1,I
Y,F,4. Grad,,4_<=45,Y,E,Professional,1Low,Northeast,1,C
Y,M,3. Bach,192472,3_<=35,Y,E,Sales/Service,1Low,South,3,G
N,F,1. HS,523363,5_<=55,N,G,Professional,1Low,Northeast,2,F
N,F,2. Some College,73313,2_<=25,N,F,Sales/Service,1Low,Midwest,7,G
N,M,2. Some College,,3_<=35,Y,B,Sales/Service,1Low,Midwest,8,E
N,M,. <HS,,2_<=25,Y,F,Sales/Service,1Low,South,5,E
Y,F,1. HS,259594,5_<=55,Y,E,Sales/Service,1Low,West,5,E
N,M,1. HS,332286,1_Unk,Y,C,Sales/Service,3High,Midwest,4,F
Y,M,3. Bach,34893,3_<=35,Y,B,Professional,3High,South,1,J
Y,F,3. Bach,395997,5_<=55,N,C,Professional,1Low,South,6,H
N,M,3. Bach,16171,6_<=65,Y,E,Professional,1Low,South,6,F
N,F,1. HS,29571,7_>65,N,D,Retired,1Low,Northeast,1,C
N,F,3. Bach,241914,4_<=45,Y,E,Professional,1Low,Midwest,5,F
Y,M,4. Grad,364583,6_<=65,Y,C,Professional,1Low,Midwest,2,I
Y,F,1. HS,443739,5_<=55,Y,E,Sales/Service,3High,West,3,E
